Population_Members,Peak_Flow (CFS),Total_Runoff_Volume (1000*CF),Total_Costs $,Social_Context_Score,MultiObjectiveRating,,
childBZL394Sgen19,321.0555,3759.6294,24839738.63,3329.114973,3.116390909,,
childH4EE9K2gen9,326.094,3751.9209,24673888.64,3331.758435,3.130260858,,
childENGTYHWgen8,328.8955,3779.5959,24731661.76,3332.140993,3.146651037,,
childN5HWFUWgen1,346.8235,3792.4911,24300078.77,3333.313492,3.206634471,,
childLKNB901gen9,327.29,3757.0671,24907630.89,3335.484028,3.13560169,,
childDI1XGOPgen15,322.3715,3749.5179,24950331.39,3338.047743,3.118183386,,
childOUAB117gen7,329.887,3774.4812,24782347.74,3338.558173,3.148670747,,
childZPS4GTBgen16,321.2095,3741.0732,24928578.43,3339.039122,3.112266977,,
childRFLRPCQgen17,321.4775,3742.6428,24537765.18,3339.215081,3.113546994,,
childB62KW7Egen13,321.7755,3745.5327,24807929.51,3340.620612,3.115338868,,
childU0P1TGCgen17,322.7935,3765.2103,24980601.42,3342.007547,3.123979948,,
childIHOV854gen17,321.8305,3737.5614,24554936.61,3342.15432,3.11340593,,
child6AWPONCgen1,350.763,3862.9503,24346783.55,3343.016795,3.238720796,,
childFLSF4XDgen15,321.09,3724.9974,24723554.35,3343.245452,3.107695341,,
childWUQ87ROgen0,355.391,3890.1528,23015433.66,3344.043761,3.260758537,,
childI48T7C8gen8,326.708,3750.8364,24915569.06,3344.857839,3.132502672,,
childZ98542Qgen17,321.2645,3747.5343,24737224.89,3345.938182,3.114523781,,
child7MJHJKIgen17,321.591,3742.6653,24728795.36,3346.092653,3.114228488,,
childRV0VBUXgen17,323.084,3754.2762,24919716.03,3347.622799,3.122167697,,
childZRTF3JWgen15,321.8255,3720.2373,24639192.44,3347.791572,3.108919852,,
childHDZN0DPgen14,324.055,3737.8692,24769765.79,3348.077144,3.120763077,,
child5O2ZTE7gen0,347.833,3900.6567,23512574.25,3348.446557,3.240050861,,
childNKGD0FRgen0,352.8595,3822.8715,23212576.44,3348.461688,3.234623556,,
childF9RZPKDgen6,330.2585,3804.5241,24572865.38,3348.735404,3.158515222,,
child813O28Xgen15,322.9,3767.2506,24952344.21,3350.499828,3.125265194,,
child0ODD7MPgen6,334.916,3797.0919,24259288,3350.737434,3.171232194,,
childUMZ67L5gen18,319.5845,3761.6355,24834783.12,3351.969552,3.113368046,,
child807DX05gen14,323.9255,3781.9413,24839879.76,3352.608193,3.132601337,,
childUKLQOMGgen16,322.4195,3739.401,24751987.31,3352.985616,3.116262704,,
childN0IE5PEgen15,322.231,3731.8563,24682667.07,3353.086338,3.11361383,,
childQAXYZCTgen13,324.535,3764.3517,24998962.08,3355.411907,3.12984506,,
childZURRQ0Ugen12,325.1895,3762.7425,24354752.96,3355.492319,3.131468587,,
child6FC32C6gen16,322.2345,3729.9411,24737997.35,3357.06627,3.113285963,,
childZ234MS9gen7,331.047,3751.1883,24712722.29,3357.561058,3.146838535,,
childTJ8PL12gen19,319.368,3740.3406,24812123.09,3359.39448,3.107214816,,
child5V7T55Tgen18,321.4055,3718.3509,24676527.66,3360.872675,3.107688509,,
childJWPRC2Kgen14,321.7355,3763.0674,24830311.9,3361.002545,3.120944843,,
childVXE9TL9gen16,320.9705,3755.8728,24855880.79,3361.39374,3.116591158,,
child2U4Z8MVgen16,322.939,3736.5012,24578389.52,3362.981274,3.117567814,,
child10CNNFXgen7,332.7425,3775.4424,24299088.92,3363.079874,3.159052287,,
child7IW3VN7gen16,328.967,3758.9607,23283714.94,3363.194493,3.142677463,,
childSZPV7FNgen11,349.289,3796.7517,24954185.43,3363.739219,3.216963196,,
childFP26PQ8gen16,320.1615,3727.4796,24855620.52,3364.966972,3.106456958,,
childJOBP6BLgen19,320.543,3762.2124,24620430.15,3365.667105,3.117175177,,
childRYUDYDCgen3,336.6095,3788.4087,24761654.09,3365.886804,3.174890136,,
child7L5K2B1gen13,321.694,3771.7506,24844639.66,3365.922304,3.123413292,,
childZLA5NBCgen19,322.7045,3756.2103,24870434.79,3366.765115,3.122387622,,
child6SXZPCKgen8,332.9585,3804.2451,23465898.51,3367.829704,3.167817671,,
childM9D76HOgen17,320.1735,3712.6107,24919616.06,3370.648698,3.102696938,,
childRSH8B9Jgen9,324.1755,3777.9687,24893497.77,3370.920017,3.133150337,,
child51ET0CZgen12,323.085,3770.3691,24799353.26,3371.365875,3.127664445,,
child8DHI8FKgen17,322.4425,3739.9437,24472435.47,3371.616284,3.117345364,,
child4HY3AMDgen16,320.6105,3731.6574,24923718.18,3372.262228,3.109348185,,
childAX0EACVgen16,322.98,3765.8295,24818035.16,3372.335425,3.126139183,,
childB85ANPVgen6,330.405,3766.158,24867446.47,3374.11722,3.149672889,,
childQHGI7M4gen1,341.3585,3833.4357,23960630.63,3374.241737,3.202515519,,
child08TYRBGgen8,330.104,3784.725,24632768.52,3375.443357,3.153857835,,
childDEAXOEXgen8,326.8,3757.9338,24845436.55,3376.066693,3.136174533,,
child5A7N4JZgen14,323.057,3753.1296,24754271.72,3376.841472,3.123121625,,
childM3P70PZgen18,319.9705,3726.3447,24850929.55,3377.725454,3.106136432,,
childG6A78JHgen13,325.4075,3745.0314,24845029.71,3379.805591,3.128442634,,
childR1E4KP8gen6,328.9855,3783.8313,24938370.55,3380.005958,3.150305712,,
child36VGI3Ngen13,323.635,3758.9769,24889088.13,3380.997947,3.126729429,,
child8I5KBXOgen1,338.7875,3844.7181,24300023.81,3381.06153,3.197823069,,
childGTZTVQ2gen14,322.3485,3712.4703,24966309.04,3381.941473,3.110024419,,
childRYZTP67gen18,323.4075,3766.8177,24579254.59,3382.325991,3.128216404,,
childROSBKO0gen8,330.0115,3748.1094,24673256.34,3382.517535,3.143894452,,
childOHBI06Vgen11,324.5445,3729.8529,24830838.77,3382.555369,3.121709351,,
childODGMZ44gen16,320.5475,3746.4408,24835197.06,3382.875667,3.113678406,,
childBO283XDgen16,321.6545,3770.1657,24938875.47,3384.314107,3.123707207,,
child9FSEO14gen14,322.685,3740.715,24975860.94,3385.451622,3.118959184,,
childY6BGFC7gen13,327.882,3771.9306,24302979.33,3386.32246,3.143875939,,
childXPJ0KA9gen15,322.0595,3740.6916,24871775.39,3386.442904,3.117030629,,
childAAETJQDgen17,319.0085,3741.0552,24952058.56,3386.876736,3.107550531,,
childDB13RZRgen14,322.548,3761.7318,24369799.51,3387.213803,3.124349344,,
childKK995M0gen17,322.064,3767.9508,24566049.49,3387.595342,3.124542575,,
childMDX636Jgen12,325.6935,3769.9821,24291808.81,3388.877381,3.136576271,,
child28I7BKBgen11,324.388,3742.9695,24939729.07,3389.428502,3.125117115,,
childL7CUL9Jgen7,331.112,3788.9109,24729109.02,3389.992278,3.158845719,,
childHESFAFJgen15,321.566,3762.1098,24955145.7,3390.622846,3.121520618,,
childW2HZM1Ggen10,324.791,3750.1092,24782625.51,3391.287231,3.128420942,,
childSBM6OS4gen17,322.511,3756.2337,24728172.04,3391.472738,3.122928474,,
childZ01F9DQgen10,325.8665,3764.3661,24773284.46,3391.748578,3.135719719,,
childBJTOPB8gen8,328.7015,3782.4975,24618994.03,3394.916214,3.149737824,,
child4MYCMKHgen4,333.6925,3780.8676,24638138.41,3395.321359,3.16501481,,
childQ895V8Qgen8,326.982,3740.1048,24574356.98,3397.918099,3.132889197,,
childZOEXMH8gen5,329.273,3786.7338,24988359.3,3398.248913,3.152847096,,
childO6QZGM8gen5,331.0115,3790.4256,24987080.15,3398.462034,3.15933509,,
childNWIXNW2gen16,320.558,3764.4345,24927110.12,3399.276374,3.119384403,,
child3PROK2Ygen15,321.5465,3743.334,24870678.45,3400.903001,3.116807297,,
childBAIYZC0gen8,327.371,3773.3292,24813132.39,3402.514452,3.143399358,,
childO6QYQPPgen13,321.6365,3742.3953,24896686.89,3403.317101,3.116945815,,
childHRWLCG6gen18,322.2005,3745.0215,24495466.74,3403.469153,3.119444597,,
child9ZZOINWgen14,322.6265,3754.2672,24671594.75,3404.52401,3.123358739,,
childY84L6ZYgen13,327.0635,3793.4766,24025560.44,3406.140925,3.1481019,,
childK78219Ugen16,320.441,3743.7741,24953397.53,3407.131104,3.113737402,,
child5PH6CDVgen11,324.2035,3756.1473,24873608.22,3409.658682,3.129071557,,
childIWD0UWOgen12,324.9385,3732.4818,24524556.06,3410.144492,3.124943568,,
child1W96IX8gen1,340.4705,3798.1215,24913589.19,3410.904263,3.191773756,,
childB2U8O9Ngen5,331.433,3783.5757,24496507.59,3410.918192,3.159366944,,
child8SNYRJ2gen6,331.075,3783.2328,24704979.83,3411.030389,3.158152102,,
childAWCHTNZgen10,333.812,3818.2815,23371419.39,3412.058305,3.176382954,,
childL17JHTKgen12,325.1175,3729.3291,24666303.32,3412.563688,3.124757705,,
child1KWJXLVgen9,325.043,3733.7508,24806438.39,3414.652179,3.125827504,,
childW2VYXKJgen9,327.737,3749.5224,24890113.33,3414.69494,3.138612921,,
childKOSLNGVgen5,334.898,3790.6938,24540906.18,3414.786879,3.172391958,,
childT9QJW90gen16,323.3925,3762.9117,24474382.61,3414.79372,3.12860484,,
childF120NIZgen9,324.553,3771.3528,24902905.51,3415.559912,3.134596873,,
childWL0AQBBgen14,321.741,3753.1269,24945274.21,3415.713454,3.120779004,,
childDDZY3XYgen2,343.404,3828.4029,24160782.57,3415.731269,3.209496711,,
child9VD6OW7gen4,331.8335,3753.5922,24920018.99,3416.552885,3.152699317,,
child2PVD66Agen8,335.445,3811.6377,23825790.15,3416.857559,3.179928578,,
childM00S4WNgen6,331.5035,3781.3212,24762922.73,3417.867531,3.159294621,,
childSNMMQLEgen13,322.0025,3720.7035,24922283.98,3417.910172,3.112848619,,
childCQX8GYQgen18,321.064,3744.0747,24597308.57,3418.689774,3.116314509,,
childZO5BPFGgen8,329.282,3795.7365,24490670.96,3419.329836,3.156309504,,
childABC2G6Hgen6,331.481,3795.4539,24705411.5,3419.831435,3.16317433,,
childUZVHK1Hgen9,328.987,3797.3997,24888868.6,3420.51362,3.15589033,,
childTQTNMD3gen14,321.628,3742.4016,24990902.49,3421.644772,3.117768855,,
childNPQ1CUFgen7,328.3025,3804.8058,24956605.42,3422.004687,3.155828257,,
child6JR26DCgen16,321.9555,3776.4243,24748292.33,3422.426278,3.128127009,,
childHNEPRU6gen4,335.566,3818.4075,24871668.93,3422.666071,3.182426884,,
childIP8XYFDgen16,323.9775,3783.8646,24530519.49,3424.094849,3.136598048,,
childHMN62TSgen13,324.5475,3734.0658,24854693.83,3424.642787,3.124816809,,
child0TDLGV0gen13,326.2755,3788.2359,24574072.29,3424.77405,3.145053554,,
childLQ8W7KCgen14,324.9315,3772.1835,24464398.09,3428.223841,3.136600613,,
child8IEKVVHgen16,324.2615,3752.8434,24682322.01,3428.22505,3.129210861,,
childINYOJIMgen13,324.61,3767.877,24548849.95,3429.031476,3.134450336,,
childWZAU5RLgen14,325.4975,3729.0861,24603540.35,3429.616908,3.126676041,,
child15361ZQgen7,332.839,3782.6757,24712897.02,3429.798523,3.16441854,,
childUS6FRE1gen15,321.8315,3724.4565,24803553.74,3431.253581,3.113952966,,
childYE04924gen15,321.5535,3783.654,24971566.17,3431.366143,3.129250274,,
childRMVAMIUgen14,323.006,3747.0483,24780498.28,3434.333566,3.123960655,,
childBVSOFDXgen17,321.6895,3736.0917,24507015.59,3435.885828,3.116898093,,
child43YOSX9gen7,329.655,3767.6763,24719774.25,3437.326287,3.150652611,,
child3ED1DHDgen12,321.4805,3758.7843,24847897.1,3437.470812,3.122511177,,
childMK12CPFgen16,323.545,3761.5878,24585322.79,3438.048094,3.129799133,,
childG9D4KVWgen15,322.979,3768.6519,24773606.73,3439.200271,3.13000082,,
child6UWAEU5gen15,321.553,3752.9586,24860677.91,3440.732225,3.121299206,,
childRK1NB6Ugen7,327.3375,3748.0401,24918235.79,3440.907715,3.13816407,,
childTOK1CSZgen16,322.1505,3719.2455,24837149.35,3442.609093,3.114058974,,
childPQAKJQFgen10,332.1925,3775.0788,23560796.59,3442.755664,3.160909284,,
child0Z0WMXPgen16,320.737,3729.4407,24992496.2,3442.928472,3.112410705,,
childVETC67Zgen13,327.2405,3782.0448,24863002.98,3443.838823,3.147281155,,
childSKM368Kgen12,324.059,3767.2461,24847895.23,3443.872946,3.133231155,,
childUDA34DMgen0,364.4455,3899.8404,21296200.85,3444.267016,3.296530269,,
childPM8VKEMgen12,323.272,3742.0335,24661117.19,3444.355633,3.123891787,,
childJ0W4C9Dgen8,330.264,3778.6851,24835771.35,3444.479177,3.155906202,,
childJUOP0VEgen7,333.2575,3784.9698,24454097.1,3445.689023,3.167097087,,
childCVA20GLgen15,329.3545,3785.265,23970377.94,3447.378598,3.154975737,,
child1JN33DSgen15,323.0605,3757.9617,24323447.33,3447.61501,3.127727132,,
childTJY8862gen10,327.439,3797.8695,24502541.56,3448.325917,3.152435042,,
childHN9DT97gen15,321.704,3748.3137,24568594.76,3450.074223,3.120938061,,
childR0VYQ1Zgen19,319.4575,3756.1068,24835713.14,3450.421991,3.116014197,,
childZO6I9UJgen9,328.713,3751.9929,24523376.23,3452.144278,3.144091302,,
childTFQNL38gen6,328.6285,3792.3048,24978272.84,3452.682898,3.154859502,,
child21HU7PBgen15,323.098,3755.6145,24708349.68,3453.997447,3.127499431,,
childZG8PQHOgen8,326.2315,3770.1936,24865486.57,3456.512104,3.141456373,,
child8BTXY9Cgen7,329.983,3777.4908,24747272.18,3456.821165,3.155267012,,
childCVCRB24gen5,329.89,3781.0125,24858736.08,3457.386891,3.155962353,,
childX4FYHS0gen6,330.873,3794.4099,24688286.06,3457.457537,3.162717287,,
childS4E7QIWgen15,323.6695,3758.0634,24365539.82,3457.5567,3.130131049,,
childBYRFHLZgen5,329.7615,3791.9277,24874472.53,3458.835514,3.15860601,,
childRGZDYB4gen6,331.3765,3802.2246,24649978.12,3459.349538,3.166523202,,
child0Z664PGgen11,324.3555,3744.918,24997936.73,3460.824038,3.128850627,,
child3UAQHV0gen4,331.5315,3769.1325,24867191.58,3461.395331,3.158068126,,
childMI4V46Tgen10,322.7825,3740.7888,24992702.53,3461.697918,3.122814196,,
childUXW8GLRgen12,329.3105,3778.0056,24323067.07,3462.323463,3.153546296,,
childLZSONDKgen19,321.3975,3752.514,24666660.58,3463.220895,3.121729133,,
child4B4IWAMgen13,326.472,3763.0512,24178489.97,3463.470732,3.140584475,,
child02W3QMLgen0,361.3285,3850.2081,24009381.17,3464.999662,3.274127952,,
childJJDCSPFgen17,322.6335,3748.4046,24432993.85,3465.175377,3.124586169,,
childVK1BZYCgen9,326.437,3766.0887,24682680.64,3465.423148,3.141394235,,
child26O1LW1gen8,328.7675,3769.0605,24561431.24,3465.439461,3.149539121,,
childWRY2ZOZgen5,338.5395,3798.7308,23914933.16,3465.653819,3.188397967,,
childZN74H44gen12,323.4575,3756.762,24918801.69,3467.517214,3.129569511,,
childZKBEFS8gen15,324.8955,3759.3999,24959108.57,3468.548518,3.134862071,,
child6WIHDR0gen11,323.943,3768.0012,24778213.75,3469.995041,3.134281126,,
childGJ4SQNFgen9,326.2005,3733.3386,24855446.59,3470.38601,3.131935748,,
childDO2Q1CXgen9,324.7885,3750.2658,24917256.59,3471.565674,3.132170509,,
child1ACPPPEgen5,330.246,3779.4744,24798556.94,3472.493433,3.157361409,,
childIHSQX5Ugen14,322.0225,3747.4128,24803087.21,3472.933758,3.122751896,,
childF8XK9BFgen9,325.7305,3750.2298,24841075.96,3474.051516,3.135239552,,
childOX84Q07gen12,324.955,3752.4636,24679396.21,3474.331382,3.133422567,,
child7T274LIgen12,324.263,3744.1539,24741347.75,3475.465001,3.129028386,,
child4WIICZWgen15,320.028,3750.5142,24973700.71,3475.868699,3.117459325,,
childRGQ4N1Dgen16,321.7855,3751.2756,24800632.21,3476.514107,3.123226813,,
childMPLMS6Dgen0,349.978,3869.6571,23784835.42,3476.790725,3.244272567,,
child1IZFJ61gen7,328.4435,3773.4066,24860590.47,3478.045798,3.150289948,,
childQD5XXAUgen6,331.6385,3797.4834,24391032.64,3478.568725,3.16694204,,
childICV4KCZgen13,328.798,3772.0242,23902106.6,3479.548997,3.151097349,,
childH76YSVEgen12,323.3505,3754.872,24773050.19,3479.908418,3.129290065,,
childUAKP81Ngen3,339.315,3823.1064,24469233.74,3480.066238,3.198161799,,
childWPJ3YY8gen16,327.506,3771.5355,23399414.61,3480.106713,3.146924626,,
childMQWVXJKgen10,326.1615,3757.7124,24827163.12,3480.478563,3.138936508,,
childQMRH5YNgen16,326.235,3791.9988,23816041.08,3480.629023,3.148538309,,
childDHF272Hgen16,319.5695,3754.2933,24850323.25,3481.455976,3.117307334,,
childTPMZO41gen0,351.7425,3814.0281,24645864.92,3482.498037,3.234896141,,
childUCCNFWFgen8,328.2845,3759.5898,24807865.72,3483.794866,3.146282348,,
child4IC74LGgen7,329.352,3774.9177,24408948.4,3484.375206,3.153853951,,
childH71T0GQgen18,321.6595,3761.9397,24413018.14,3485.299889,3.126149268,,
child1JSQA5Egen16,322.392,3750.3288,24381399.16,3486.38204,3.125333107,,
childPV932GRgen8,327.0185,3798.8748,24573067.52,3487.159599,3.153183477,,
childHCV0Q3Agen13,325.7975,3748.8483,24609307.45,3489.088711,3.135768875,,
childPHWJZ5Zgen17,320.7555,3766.617,24810726.45,3489.309295,3.124767871,,
childLA5M1H2gen7,332.8125,3812.7438,24216252.3,3490.192546,3.1753413,,
childJOS1HY4gen4,332.732,3759.6996,24640859.53,3491.43587,3.160659231,,
child2H5JQOCgen14,322.9875,3732.5871,24715937.72,3491.617461,3.122603764,,
childQIO9KMDgen17,321.909,3747.132,24628779.29,3491.815022,3.12319178,,
childXQQY8J2gen17,320.256,3736.7217,24851406.78,3491.926233,3.11515299,,
childJHYN15Ngen14,322.6845,3718.8144,24822799.47,3492.067876,3.117909954,,
childJTFI9DTgen7,327.684,3772.7838,24936666.65,3494.727211,3.148502107,,
childZLEQS00gen8,342.642,3793.8537,23489648.94,3495.362214,3.201348555,,
childYJTBCHBgen7,329.232,3764.7675,24925340.01,3495.435927,3.151216185,,
childTW2EQ97gen1,351.217,3882.7116,23080965.12,3496.009073,3.252625326,,
child4VWO2BBgen9,325.361,3740.0247,24854883.1,3496.740373,3.132339843,,
childRJPVU7Ygen11,326.749,3752.1063,24121308.1,3497.310666,3.140032819,,
child2P3KOPSgen15,320.363,3750.4944,24912192.25,3498.388837,3.119549998,,
childZLWZHOGgen7,329.031,3760.4772,24940451.27,3499.196512,3.149586105,,
childRJJ3U36gen5,330.473,3782.2806,24829853.28,3499.67755,3.160099869,,
childW3KZP1Pgen7,328.8075,3783.8439,24871948.88,3501.166334,3.155355471,,
childCU2IAYPgen16,321.1765,3739.1382,24517056.21,3501.331281,3.119144329,,
childNTPIKVEgen8,327.237,3759.5709,24647286.87,3501.60226,3.143805388,,
child6DFCFLKgen2,338.613,3815.7651,24535862.55,3504.100802,3.195060303,,
childJSQO4HKgen11,325.0935,3777.3207,24571170.45,3508.414776,3.142223901,,
childONFWPIFgen13,328.091,3753.3096,24467362.39,3511.810016,3.14525474,,
child07ZX02Fgen2,337.659,3821.9904,24811694.74,3512.583965,3.194151357,,
childV0ZQUSAgen12,324.3045,3722.8077,24932202.75,3513.014121,3.125066816,,
childM194JC1gen9,323.735,3759.4728,24841128.72,3513.786993,3.133323944,,
childFAI90Y4gen13,324.9855,3749.805,24723149.19,3514.613127,3.134656397,,
child9Z2DV85gen11,323.851,3764.5038,24846260.76,3515.119249,3.135124526,,
childNF62EAXgen12,325.98,3735.3636,24637519.9,3515.795258,3.133896196,,
childQTYXQK3gen12,323.311,3753.2358,24840625.41,3516.565043,3.130415125,,
childHK9XHTJgen12,323.184,3739.1472,24798184.03,3517.723429,3.126221558,,
child0GC34Y5gen12,324.6905,3740.3568,24286802,3518.706547,3.131337345,,
child6AN1QIZgen6,331.6635,3803.9013,24705908.47,3521.947836,3.170780671,,
child0KHPU5Fgen14,322.4915,3755.6172,24898083.88,3522.443645,3.128759077,,
child74KS5RAgen7,330.106,3773.4759,24826629.28,3525.583712,3.157739345,,
childQ8H6ETYgen17,321.366,3740.4891,24554300.8,3526.96146,3.121295456,,
childKJ5GQ2Ngen7,329.5525,3817.7541,24223936.58,3528.34839,3.16821811,,
childDWAJZX1gen16,325.823,3752.2773,24304146.05,3528.592607,3.138613499,,
child3TKPP8Lgen19,361.8135,3703.3668,24745173.37,3528.941405,3.238510437,,
childLBBJ34Jgen2,340.759,3814.1226,24175038.75,3529.273148,3.202528557,,
childJ10HRFQgen13,322.0985,3723.7374,24865856.98,3530.647718,3.119195845,,
childDXBS1AOgen0,354.536,3854.7387,23573364.55,3531.459951,3.257069036,,
childD87KUFZgen1,358.1055,3902.8968,23321314.78,3532.219125,3.281486942,,
child980XNTJgen12,324.259,3755.2959,24489318.19,3532.524451,3.134698941,,
childI3QBQ98gen18,323.943,3741.9129,24205678.3,3533.588477,3.130099049,,
childML7REQSgen19,360.476,3674.8566,24688376.94,3533.64035,3.226733534,,
childJ74W7LCgen12,325.0145,3744.4878,24686689.72,3533.940239,3.134189828,,
child129PC9Ugen14,324.878,3741.0642,24196700.71,3536.447811,3.132941402,,
childSBS72IAgen10,328.152,3753.1251,24689388.04,3536.83818,3.14655439,,
child7O2FAVYgen17,322.854,3758.3226,24789237.3,3538.643067,3.13138805,,
childOQINO96gen18,321.505,3725.7138,24767258.89,3541.284364,3.118360429,,
childFASU12Ngen3,334.2355,3808.5012,24992797.6,3542.978552,3.181102415,,
childUFRXFXOgen0,351.302,3853.2429,24399219.27,3544.452279,3.247086468,,
childL6BKQ1Egen12,325.664,3743.2521,24410844.6,3547.990196,3.136546028,,
childJEMPMILgen9,324.364,3728.1159,24863821.78,3548.163797,3.128330142,,
childB8UBPBDgen11,328.566,3780.1944,23277732.67,3550.286741,3.155871869,,
childSGXMJWHgen12,326.7195,3757.7322,24242519.04,3550.396933,3.143932853,,
child0Y45P7Mgen11,327.5095,3762.621,24553601.56,3551.643945,3.147811287,,
child65OI8UPgen0,360.486,3836.2185,23406667.6,3552.17483,3.271690411,,
childG2E39MNgen3,333.6345,3811.158,24828312.03,3552.97538,3.180399612,,
child9Y1E2XRgen12,325.2635,3753.0396,24288514.38,3553.799019,3.138227665,,
childQKMDS26gen9,328.596,3718.5291,24206605.33,3554.5191,3.139321365,,
childWF4X8JUgen10,326.2885,3781.3518,24909631.99,3555.228775,3.149250852,,
childAI1YAXJgen16,364.6795,3724.4943,24821020.99,3557.628474,3.254625152,,
child9177NJIgen19,358.747,3666.4083,24826248.92,3557.771681,3.220102908,,
childEEHLMH2gen5,334.9505,3803.3118,24550542.66,3558.662495,3.182660557,,
childB54YMZGgen9,329.1125,3781.0125,24542437,3558.927018,3.158214569,,
childA40F7D4gen1,345.6195,3839.184,23027512.85,3560.64495,3.226117213,,
childXOHM7EZgen11,326.069,3771.5643,24794344.85,3561.416347,3.146173588,,
childXYBJL7Ygen6,329.3345,3772.1421,24852209.9,3561.836946,3.156625207,,
child07W6LB6gen11,326.468,3760.371,24655217.39,3563.495413,3.144468299,,
childPM3BPYCgen8,330.0315,3794.1255,24685658.31,3564.724631,3.164955468,,
childIEP420Dgen17,323.129,3741.8058,24461742.75,3565.376833,3.128979602,,
childR7PK9VMgen8,328.8015,3764.3517,24998359.54,3568.279228,3.153118758,,
childQPDJSUJgen4,333.3895,3805.1208,24150259.61,3569.762698,3.178756794,,
childOZSQCFQgen17,324.336,3761.424,24290541.35,3570.092196,3.138353132,,
childHH2X198gen16,325.8575,3786.714,24368592.89,3570.749741,3.150077384,,
childAASTK7Qgen6,328.9145,3792.6639,24658828.95,3571.138363,3.161338627,,
childIFAVTK7gen11,323.665,3746.2473,24764832.81,3571.916462,3.132181611,,
childLHXCFUHgen8,328.0635,3773.6946,24642770.45,3573.719284,3.153600023,,
childP52PVWHgen16,323.7545,3769.452,23998768.16,3575.675693,3.138974338,,
childI406IHCgen15,333.5635,3785.3343,24194237.03,3576.966337,3.174233911,,
child672PS7Wgen12,323.546,3741.3423,24473336.91,3579.397123,3.130813794,,
childHXDZUDYgen15,326.9655,3774.2634,24002670.45,3579.933498,3.15058823,,
childCXURFLTgen0,364.4185,3888.7371,22524984.8,3580.979523,3.299739016,,
childEYCSCUSgen11,326.7205,3759.7473,24655998.33,3584.867274,3.146081342,,
childZQSWALWgen7,327.937,3781.1124,24947172.07,3585.229141,3.155760393,,
child9C5IWN5gen11,329.234,3758.0895,24205554.8,3585.70402,3.153575632,,
childZ2SYI6Rgen6,331.671,3810.4794,24665240.79,3586.881839,3.175605385,,
child98336KIgen11,322.5225,3723.5484,24988914.51,3586.903523,3.12308136,,
childLD0XGFAgen6,336.9945,3833.9928,23449741.32,3587.850843,3.198821231,,
childKW58OZJgen1,355.9545,3870.3231,24746943.75,3589.164079,3.2684583,,
childAV6QCV4gen8,325.798,3751.7733,24502187.81,3589.999846,3.141238651,,
child92H1KF9gen16,321.5045,3751.6392,24585987.42,3590.597311,3.12772088,,
childXTE7SPOgen6,329.602,3764.8386,24823408.76,3592.719305,3.15690127,,
childN0EM9SBgen0,360.7205,3849.8742,24338800.7,3597.120912,3.278237343,,
childEOQFR9Hgen8,325.5565,3782.4255,24857619.05,3597.375785,3.149191199,,
childE1RIN5Zgen3,336.1055,3794.2227,24899595.42,3599.486204,3.185701356,,
child0G47KDIgen11,327.153,3760.7148,24785119.51,3600.33769,3.148422207,,
childWA32L9Ggen8,323.857,3727.8882,24886043.56,3601.285867,3.129130844,,
childD3TUPBGgen10,326.8785,3777.5574,24507988.34,3601.322596,3.152203809,,
childOVX9ZM1gen10,326.016,3770.9253,24916441.1,3601.385228,3.147681773,,
childUQWINWIgen6,330.7095,3766.4388,24747885.78,3601.491235,3.161228747,,
childYYNMRD0gen7,328.7675,3780.9819,24877626.36,3601.816427,3.159105317,,
childVSRBHJ4gen6,331.129,3787.0434,24597593.47,3604.037849,3.16829357,,
child2FND7BQgen17,364.8505,3735.7002,24860809.88,3605.36277,3.26043227,,
childEF74X9Qgen11,325.8995,3759.0057,24376514.44,3606.773042,3.144309299,,
childY1EJL2Qgen11,324.3985,3760.9056,24977144.48,3608.066657,3.140165368,,
member5YWSUM3gen10,375.8475,3858.7122,22729111.13,3608.440201,3.328769388,,
childY4QG2KIgen18,361.2335,3690.9369,24958525.21,3610.890367,3.237082933,,
childZD8APY8gen2,339.3775,3790.9323,24343312.48,3611.382816,3.195648046,,
child5V3FSMNgen0,345.799,3815.0721,24960955.75,3612.739986,3.222507599,,
childOES6R1Lgen8,330.53,3756.6495,24346274.61,3617.016952,3.158708942,,
childFN9OC40gen9,326.686,3776.22,24431682.31,3618.902167,3.152046344,,
child6HAZ9I0gen6,329.5075,3773.5128,24511508.8,3620.070625,3.160238465,,
child8O4YXGYgen3,335.307,3812.6358,24953796.56,3621.783891,3.189249371,,
childNC0JKYWgen10,326.12,3737.0394,24585363.92,3621.786246,3.139698786,,
child4MOEY89gen7,331.2865,3775.3857,24229435.38,3623.348387,3.166498953,,
childZ9STOAQgen5,331.4725,3780.2583,24604129.38,3623.46461,3.168420252,,
childH1XI2KJgen12,335.883,3778.0533,23179795.7,3624.585377,3.181746844,,
child2CZ5WGPgen6,331.266,3770.2305,24253193.8,3626.18081,3.165157636,,
childIWBCDEXgen10,325.4295,3743.532,24561755.62,3626.226016,3.139504802,,
childJZ2GH98gen0,360.6045,3895.8552,22891373.55,3628.132897,3.29186473,,
childMBFFXHDgen8,328.9005,3764.907,24751177.28,3628.439732,3.15636566,,
childT18197Ygen5,330.3005,3772.6137,24914429.52,3629.721798,3.162934548,,
childKMYUP1Qgen9,325.6365,3732.192,24511066.05,3629.866521,3.137227605,,
childDA0CKMGgen4,333.8195,3777.3099,24400552.59,3629.868858,3.175295837,,
